,movie_id,title,tags
355,1572,Die Hard: With a Vengeance,"new york detect john mcclane is back and kick bad-guy butt in the third instal of thi action-pack series, which find him team with civilian zeu carver to prevent the loss of innoc lives. mcclane thought he'd seen it all, until a geniu name simon engag mcclane, hi new ""partner"" -- and hi belov citi -- in a deadli game that demand their concentration. action thriller bomb taxi riddl robberi detect helicopt gold subway ship fistfight polic sequel decept shootout new york citi explos violenc car chase fbi agent simon say flashback dump truck aqueduct action hero feder reserv bank bruce willi jeremi iron samuel l. jackson john mctiernan"
356,10528,Sherlock Holmes,"eccentr consult detective, sherlock holm and doctor john watson battl to bring down a new nemesi and unravel a deadli plot that could destroy england. action adventur crime mysteri detect scotland yard coffin black magic arrest partner sherlock holm murder steampunk pentagram clue robert downey jr. jude law rachel mcadam guy ritchi"
357,271969,Ben-Hur,a fals accus nobleman surviv year of slaveri to take vengeanc on hi best friend who betray him. drama betray vengeanc jack huston tobi kebbel rodrigo santoro timur bekmambetov
358,10865,Atlantis: The Lost Empire,"the world' most highli qualifi crew of archaeologist and explor is led by historian milo thatch as they board the incred 1,000-foot submarin ulyss and head deep into the mysteri of the sea. anim famili adventur scienc fiction sea atlanti anim underwat sea monster michael j. fox corey burton claudia christian gari trousdal"
359,258509,Alvin and the Chipmunks: The Road Chip,"through a seri of misunderstandings, alvin, simon and theodor come to believ that dave is go to propos to hi new girlfriend in new york citi - and dump them. they have three day to get to him and stop the proposal. adventur anim comedi famili chipmunk cgi talk anim aftercreditssting duringcreditssting jason lee justin long bella thorn walt becker"
360,2253,Valkyrie,"wound in africa dure world war ii, nazi col. clau von stauffenberg return to hi nativ germani and join the resist in a dare plan to creat a shadow govern and assassin adolf hitler. when event unfold so that he becom a central player, he find himself task with both lead the coup and person kill the führer. drama thriller histori war berlin suicid bomb assassin resist wife husband relationship world war ii adolf hitler plan friendship decept treason colonel militari offic plot german offic piano wire medal violenc tom cruis caric van houten kenneth branagh bryan singer"
361,10661,You Don't Mess with the Zohan,an isra counterterror soldier with a secretli fabul ambit to becom a manhattan hairstylist. zohan' desir run so deep that he'll do anyth -- includ fake hi own death and go head-to-head with an arab cab driver -- to make hi dream come true. comedi action new york israel middl east hairdress ladykil mossad isra palestinian heart-throb middl east conflict hairstyl hacki sack adam sandler john turturro emmanuel chriqui denni dugan
362,257344,Pixels,video game expert are recruit by the militari to fight 1980s-era video game charact who'v attack new york. action comedi scienc fiction video game nerd alien attack 3d pixel adam sandler michel monaghan peter dinklag chri columbu
363,644,A.I. Artificial Intelligence,"a robot boy, the first program to love, david is adopt as a test case by a cybertron employe and hi wife. though he gradual becom their child, a seri of unexpect circumst make thi life imposs for david. without final accept by human or machines, david embark on a journey to discov where he truli belongs, uncov a world in which the line between robot and machin is both vast and profoundli thin. drama scienc fiction adventur artifici intellig propheci prostitut android loss of mother extraterrestri technolog ice age adopt fairi tale pinocchio prosecut gigolo hologram dystopia alien destini captur doppelgang haley joel osment franc o'connor sam robard steven spielberg"
364,10756,The Haunted Mansion,"workahol jim ever and hi wife/busi partner, sara get a call one night from mansion owner, edward gracey want to sell hi house. onc the ever famili arriv at the mansion a butler take them to dine with gracey. gracey take one look at sara and he think she' hi lost lover. thriller fantasi comedi famili mysteri secret passag magic estat agent haunt hous famili vacat ghost aftercreditssting eddi murphi terenc stamp nathaniel parker rob minkoff"
365,686,Contact,"contact is a scienc fiction film about an encount with alien intelligence. base on the novel by carl sagan the film star jodi foster as the one chosen scientist who must make some difficult decis between her beliefs, the truth, and reality. drama scienc fiction mysteri base on novel nasa new mexico extraterrestri technolog prime number star radio wave wormhol fanat spiritu religion scientist sabotag ham radio alien contact mechan engin observatori eccentr man radio telescop jodi foster matthew mcconaughey jame wood robert zemecki"
366,9383,Hollow Man,"cocki researcher, sebastian cain is work on a project to make live creatur invis and he' so confid he' found the right formula that he test it on himself and soon begin to vanish. the onli problem is – no-on can determin how to make him visibl again. caine' predica eventu drive him mad, with terrifi results. action scienc fiction thriller kill human experiment scientist invis man scienc experi kevin bacon elisabeth shue josh brolin paul verhoeven"
367,179,The Interpreter,"after silvia broome, an interpret at unit nation headquarters, overhear plan of an assassination, an american secret servic agent is sent to investigate. crime thriller new york dictat africa destruct of a civil assassin resist reveng murder unit nation wit to murder fbi agent resist fighter nicol kidman sean penn catherin keener sydney pollack"
368,76285,Percy Jackson: Sea of Monsters,"in their quest to confront the ultim evil, perci and hi friend battl swarm of mythic creatur to find the mythic golden fleec and to stop an ancient evil from rising. adventur famili fantasi poison herm poseidon demigod golden fleec olympu 3d krono overthrow olympu base on young adult novel logan lerman alexandra daddario dougla smith thor freudenth"
369,1996,Lara Croft Tomb Raider: The Cradle of Life,"lara croft ventur to an underwat templ in search of the mytholog pandora' box but, after secur it, it is promptli stolen by the villain leader of a chines crime syndicate. lara must recov the box befor the syndicate' evil mastermind use it to construct a weapon of catastroph capabilities. action adventur fantasi thriller riddl treasur medallion kenia alexand the great pandora' box chines mafia treasur hunt hong kong archaeologist base on video game archeolog angelina joli gerard butler noah taylor jan de bont"
370,291805,Now You See Me 2,"one year after outwit the fbi and win the public’ adul with their mind-bend spectacles, the four horsemen resurfac onli to find themselv face to face with a new enemi who enlist them to pull off their most danger heist yet. action adventur comedi crime mysteri thriller london england china magic secret societi vigilant sequel reveng heist on the run macau china magician jess eisenberg woodi harrelson mark ruffalo jon m. chu"
371,10003,The Saint,"ivan tretiak, russian mafia boss who want to creat an oil crisi in moscow and seiz power as a result send simon templar, great intern criminal, to england to get a secret formula for cold fusion from u.s. scientist emma russell. templar fall in love with emma and they tri to outwit tretiak and hi guerrillas, hide from them in moscow thriller action romanc scienc fiction adventur berlin russia ga master thief the saint val kilmer elisabeth shue rade serbedzija phillip noyc"
372,1535,Spy Game,"veteran spi nathan muir is on the verg of retir from the cia when he learn that hi one-tim protégé and close friend, tom bishop, is a polit prison sentenc to die in beijing. although their friendship ha been mar by bad blood and resentment, muir agre to take on the most danger mission of hi career and rescu bishop. action crime thriller spi china cia cold war robert redford brad pitt catherin mccormack toni scott"
373,2067,Mission to Mars,"when contact is lost with the crew of the first mar expedition, a rescu mission is launch to discov their fate. scienc fiction mar spacecraft space travel alien long take outer space astronaut dismember alien contact trap in space gari sinis tim robbin don cheadl brian de palma"
374,46195,Rio,"captur by smuggler when he wa just a hatchling, a macaw name blu never learn to fli and live a happili domest life in minnesota with hi human friend, linda. blu is thought to be the last of hi kind, but when word come that jewel, a lone female, live in rio de janeiro, blu and linda go to meet her. anim smuggler kidnap blu and jewel, but the pair soon escap and begin a peril adventur back to freedom -- and linda. anim adventur comedi famili brazil pet bird music canari samba anim duringcreditssting rio 1 río 1 jess eisenberg ann hathaway lesli mann carlo saldanha"
375,2277,Bicentennial Man,"richard martin buy a gift, a new ndr-114 robot. the product is name andrew by the youngest of the family' children. ""bicentenni man"" follow the life and time of andrew, a robot purchas as a household applianc program to perform menial tasks. as andrew begin to experi emot and creativ thought, the martin famili soon discov they don't have an ordinari robot. comedi scienc fiction android hologram freedom futurist robot robin william sam neill embeth davidtz chri columbu"
376,10357,Volcano,"an earthquak shatter a peac lo angel morn and open a fissur deep into the earth, caus lava to start bubbl up. as a volcano begin form in the la brea tar pits, the director of the city' emerg manag service, mike roark, work with geologist ami barnes, must then use everi resourc in the citi to tri and stop the volcano from consum lo angeles. scienc fiction action drama thriller subway lava volcano volcanologist lo angel tommi lee jone ann hech gabi hoffmann mick jackson"
377,4477,The Devil's Own,"franki mcguire, one of the ira' deadliest assassins, draw an american famili into the crossfir of terrorism. but when he is sent to the u.s. to buy weapons, franki is hous with the famili of tom o'meara, a new york cop who know noth about frankie' real identity. their surpris friendship, and tom' grow suspicions, forc franki to choos between the promis of peac or a lifetim of murder. crime thriller drama new york terrorist anonym northern ireland harrison ford brad pitt margaret colin alan j. pakula"
378,8665,K-19: The Widowmaker,"when russia' first nuclear submarin malfunct on it maiden voyage, the crew must race to save the ship and prevent a nuclear disaster. drama histori thriller submarin soviet union core melt north atlant nuclear woman director harrison ford liam neeson peter sarsgaard kathryn bigelow"
379,9387,Conan the Barbarian,"a film adapt of the classic sword and sorceri hero, conan the barbarian. a hord of rampag warrior massacr the parent of young conan and enslav the young child for year on the wheel of pain. as the sole survivor of the childhood massacre, conan is releas from slaveri and taught the ancient art of fighting. transform himself into a kill machine, conan travel into the wilder to seek vengeanc on thulsa doom, the man respons for kill hi family. in the wilderness, conan take up with the thiev valeria and subotai. the group come upon king osric, who want the trio of warrior to help rescu hi daughter who ha join doom in the hills. adventur fantasi action gladiat repay despot barbarian sword and sorceri arnold schwarzenegg jame earl jone max von sydow john miliu"
380,921,Cinderella Man,"the true stori of boxer, jim braddock who, in the 1920’ after hi retirement, ha a surpris comeback in order to get him and hi famili out of a social poor state. romanc drama histori transport netherland world cup social depriv famili family' daili life boxer box match comeback train heavi weight folk hero biographi daughter defeat sport russel crow rené zellweg paul giamatti ron howard"
381,49852,The Nutcracker: The Untold Story,"set in 1920' vienna, thi a tale of a littl girl, whose godfath give her a special doll one christma eve. fantasi action famili ell fan nathan lane john turturro andrei konchalovski"
382,4464,Seabiscuit,true stori of the unders depression-era racehors whose victori lift not onli the spirit of the team behind it but also those of their nation. drama histori hors race american dream racehors great depress jeff bridg david mccullough chri cooper gari ross
383,664,Twister,"tv weatherman bill hard is tri to get hi tornado-hunt wife, jo, to sign divorc paper so he can marri hi girlfriend melissa. but mother nature, in the form of a seri of intens storm sweep across oklahoma, ha other plans. soon the three have join the team of stormchas as they attempt to insert a revolutionari measur devic into the veri heart of sever extrem violent tornados. action adventur drama wife husband relationship tornado twister oklahoma metereologist invent climat barn natur disast cow truck disast aunt niec relationship storm chaser divorc helen hunt bill paxton cari elw jan de bont"
384,8358,Cast Away,"chuck, a top intern manag for fedex, and kelly, a ph.d. student, are in love and head toward marriage. then chuck' plane to malaysia ditch at sea dure a terribl storm. he' the onli survivor, and he wash up on a tini island with noth but some flotsam and jetsam from the aircraft' cargo. adventur drama exot island suicid attempt volleybal loneli airplan crash desert island tropic island surviv skill tom hank helen hunt chri noth robert zemecki"
385,9836,Happy Feet,"into the world of the emperor penguins, who find their soul mate through song, a penguin is born who cannot sing. but he can tap danc someth fierce! anim comedi ocean fish zoo penguin tap danc love crush snow anthropomorph sing antarctica famili duringcreditssting elijah wood robin william brittani murphi georg miller"
386,2502,The Bourne Supremacy,"when a cia oper to purchas classifi russian document is blown by a rival agent, who then show up in the sleepi seasid villag where bourn and mari have been living. the pair run for their live and bourne, who promis retali should anyon from hi former life attempt contact, is forc to onc again take up hi life as a train assassin to survive. action drama thriller berlin assassin base on novel amnesia sniper lie sequel suspens on the run shootout espionag violenc foot chase car chase explod hous though guy one against mani rail car dark past moscow hand to hand combat matt damon franka potent brian cox paul greengrass"
387,9772,Air Force One,"russian terrorist conspir to hijack the aircraft with the presid and hi famili on board. the command in chief find himself face an imposs predicament: give in to the terrorist and sacrific hi family, or risk everyth to uphold hi principl - and the integr of the nation. action thriller prison corrupt journalist white hous hostag ultimatum hostage-tak air forc one aerial combat conspiraci gunfight fighter plane secret servic american presid hand to hand combat negoti polit prison airplan hijack harrison ford gari oldman glenn close wolfgang petersen"
388,161,Ocean's Eleven,"less than 24 hour into hi parole, charismat thief danni ocean is alreadi roll out hi next plan: in one night, danny' hand-pick crew of specialist will attempt to steal more than $150 million from three la vega casinos. but to score the cash, danni risk hi chanc of reconcil with ex-wife, tess. thriller crime prison pickpocket strip club con artist atlant citi cockney accent la vega card dealer explos expert black and white scene male salt lake citi utah georg clooney brad pitt matt damon steven soderbergh"
389,52451,The Three Musketeers,the hot-head young d'artagnan along with three former legendari but now down on their luck musket must unit and defeat a beauti doubl agent and her villain employ from seiz the french throne and engulf europ in war. adventur action thriller number in titl histor fiction musket 17th centuri 3d milla jovovich orlando bloom logan lerman paul w.s. anderson
390,76492,Hotel Transylvania,"dracula, who oper a high-end resort away from the human world, goe into overprotect mode when a boy discov the resort and fall for the count' teen-ag daughter. anim comedi famili fantasi witch magic mummi vampir dracula skeleton backpack frankenstein wolfman zombi invis man duringcreditssting nosferatu protect father fang vamp adam sandler steve buscemi david spade genndi tartakovski"
391,4523,Enchanted,"the beauti princess gisel is banish by an evil queen from her magical, music anim land and find herself in the gritti realiti of the street of modern-day manhattan. shock by thi strang new environ that doesn't oper on a ""happili ever after"" basis, gisel is now adrift in a chaotic world badli in need of enchantment. but when gisel begin to fall in love with a charmingli flaw divorc lawyer who ha come to her aid - even though she is alreadi promis to a perfect fairi tale princ back home - she ha to wonder: can a storybook view of romanc surviv in the real world? comedi famili fantasi romanc poison queen fairi tale music princess portal anim fantasi world evil witch part anim ami adam patrick dempsey jame marsden kevin lima"
392,59961,Safe House,"a danger cia renegad resurfac after a decad on the run. when the safe hous he' remand to is attack by mercenaries, a rooki oper escap with him. now, the unlik alli must stay aliv long enough to uncov who want them dead. action thriller cia violenc safe hous rogu agent cape town south africa soccer stadium denzel washington ryan reynold vera farmiga daniel espinosa"
393,10481,102 Dalmatians,"get readi for a howl good time as an all new assort of irresist anim hero are unleash in thi great famili tail! in an unlik alliance, the outrag waddlesworth... a parrot who think he' a rottweiler... team up with oddball... an un-mark dalmat puppi eager to earn her spots! togeth they embark on a laugh-pack quest to outwit the ever-schem cruella de vil comedi famili london england prison releas from prison women' prison societi for the prevent of cruelti to anim puppi pelz dog dalmatian glenn close ioan gruffudd alic evan kevin lima"
394,59108,Tower Heist,"a luxuri condo manag lead a staff of worker to seek payback on the wall street swindler who defraud them. with onli day until the billionair get away with the perfect crime, the unlik crew of amateur thiev enlist the help of petti crook slide to steal the $20 million they’r sure is hidden in the penthouse. action comedi skyscrap thanksgiv billionair parad fbi agent apart high rise femal agent ponzi scheme empti safe caper comedi plan safecrack recruit heist movi deceit lobbi ben stiller eddi murphi casey affleck brett ratner"
395,1581,The Holiday,"two women, one (cameron diaz) from america and one (kate winslet) from britain, swap home at christmastim after bad breakup with their boyfriends. each woman find romanc with a local man (jude law, jack black) but realiz that the immin return home may end the relationship. comedi romanc holiday london england film make christma parti countri hous room exchang surrey romant comedi lo angel multipl storylin woman director christma cameron diaz kate winslet jude law nanci meyer"
396,9798,Enemy of the State,"hotshot washington lawyer, robert dean becom a victim of high-tech ident theft when a hacker slip an incrimin video into hi pocket. soon, a rogu nation secur agent set out to recov the tape – and destroy dean. action drama thriller corrupt washington d.c. helicopt fals accus ident mexican standoff blackmail intellig wiretap satellit nation secur agenc (nsa) polit explod build suspens mysteri mafia conspiraci lawyer crime privaci surveil baltimor maryland secret hideout will smith gene hackman jon voight toni scott"
397,22897,It's Complicated,"ten year after their divorce, jane and jake adler unit for their son' colleg graduat and unexpectedli end up sleep together. but jake is married, and jane is embark on a new romanc with her architect. now, she ha to sort out her life – just when she thought she had it all figur out. comedi romanc graduat ex husband woman director meryl streep alec baldwin steve martin nanci meyer"
398,298,Ocean's Thirteen,"danni ocean' team of crimin are back and compos a plan more person than ever. when ruthless casino owner willi bank doublecross reuben tishkoff, caus a heart attack, danni ocean vow that he and hi team will do anyth to bring down willi bank along with everyth he' got. even if it mean ask for help from an enemy. crime thriller casino thief reveng heist la vega pretend to be rich labor strike georg clooney brad pitt matt damon steven soderbergh"
399,7484,Open Season,"boog, a domest 900lb. grizzli bear find himself strand in the wood 3 day befor open season. forc to reli on elliot, a fast-talk mule deer, the two form an unlik friendship and must quickli ralli other forest anim if they are to form a rag-tag armi against the hunters. adventur anim famili hunter mountain garag grizzli bear bunni chase forest deer bear hunt martin lawrenc ashton kutcher gari sinis jill culton"
400,157350,Divergent,"in a world divid into faction base on person types, tri learn that she' been classifi as diverg and won't fit in. when she discov a plot to destroy divergents, tri and the mysteri four must find out what make diverg danger befor it' too late. adventur action scienc fiction base on novel dystopia youth dystop futur cast system diverg base on young adult novel shailen woodley theo jame kate winslet neil burger"
401,853,Enemy at the Gates,enemi at the gate is a war film from jean-jacqu annaud from 2001 that take place dure the battl of stalingard in world war ii between the russian and the germans. war winter sniper world war ii stalingrad jude law rachel weisz ed harri jean-jacqu annaud
402,10159,The Rundown,"when travis, the mouthi son of a criminal, disappear in the amazon in search of a treasur artifact, hi father send in beck, who becom travis' rival for the affect of mariana, a mysteri brazilian woman. with hi steeli disposition, beck is a man of few word -- but it take him all the disciplin he can muster to work with travi to nab a tyrant who' after the same treasure. adventur action comedi thriller hunter bounti bounti hunter fight amazon treasur hunt jungl dwayn johnson seann william scott rosario dawson peter berg"
403,9593,Last Action Hero,"danni is obsess with a fiction movi charact action hero jack slater. when a magic ticket transport him into jack' latest adventure, danni find himself in a world where movi magic and realiti collide. now it' up to danni to save the life of hi hero and new friend. adventur fantasi action comedi famili magic movi in movi spoof magic object cartoon cat ticket self-referenti projectionist child' point of view arnold schwarzenegg f. murray abraham art carney john mctiernan"
404,1904,Memoirs of a Geisha,"a sweep romant epic set in japan in the year befor world war ii, a penniless japanes child is torn from her famili to work as a maid in a geisha house. drama histori romanc japan prostitut sister sister relationship brothel world war ii geisha zhang ziyi gong li youki kudoh rob marshal"
405,9615,The Fast and the Furious: Tokyo Drift,"in order to avoid a jail sentence, sean boswel head to tokyo to live with hi militari father. in a low-rent section of the city, shaun get caught up in the underground world of drift race action crime drama thriller car race car journey car mechan auto car garag auto-tun drift car automobil race luca black nathali kelley sung kang justin lin"
406,51052,Arthur Christmas,"each christmas, santa and hi vast armi of highli train elv produc gift and distribut them around the world in one night. however, when one of 600 million children to receiv a gift from santa on christma eve is missed, it is deem ‘acceptable’ to all but one – arthur. arthur clau is santa’ misfit son who execut an unauthor rooki mission to get the last present half way around the globe befor dawn on christma morning. drama anim famili comedi holiday santa clau duringcreditssting woman director christma jame mcavoy hugh lauri bill nighi barri cook"
407,297,Meet Joe Black,"when the grim reaper come to collect the soul of megamogul bill parrish, he arriv with a proposition: host him for a ""vacation"" among the live in trade for a few more day of existence. parrish agrees, and use the pseudonym joe black, death begin take part in parrish' daili agenda and fall in love with the man' daughter. yet when black' holiday is over, so is parrish' life. fantasi drama mysteri life and death love at first sight broken engag firework religion and supernatur teenag crush fate doctor millionair brad pitt anthoni hopkin clair forlani martin brest"
408,9884,Collateral Damage,firefight gordon brewer is plung into the complex and danger world of intern terror after he lose hi wife and child in a bomb credit to claudio 'the wolf' perrini. action thriller drama terrorist fbi colombia firemen reveng explos car explos bomb attack arnold schwarzenegg francesca neri elia kotea andrew davi
409,16858,All That Jazz,"bob fosse' semi-autobiograph film celebr show busi strip of glitz or giddi illusions. joe gideon (roy scheider) is at the top of the heap, one of the most success director and choreograph in music theatre. but he can feel hi world slowli collaps around him--hi obsess with work ha almost destroy hi person life, and onli hi bottl of pill keep him going. drama music show busi film make tap danc movi in movi divorc tv show in film stand-up comedian broadway rainstorm surgeri dream sequenc edit semi autobiograph restroom screen room amphetamin prescript drug abus roy scheider jessica lang leland palmer bob foss"
410,62764,Mirror Mirror,"after she spend all her money, an evil enchantress queen scheme to marri a handsome, wealthi prince. there' just one problem - he' in love with a beauti princess, snow white. now, join by seven rebelli dwarves, snow white launch an epic battl of good vs. evil... adventur fantasi drama comedi scienc fiction famili attempt murder fairi tale black magic cockroach villai good vs evil woman fight man insecur mirror snow kingdom snow white evil queen enchantress gala financi problem pendant half nake man return money evil plot duringcreditssting julia robert lili collin armi hammer tarsem singh"
411,22538,Scott Pilgrim vs. the World,"scott pilgrim is a film adapt of the critic acclaimed, award-win seri of graphic novel of the same name by canadian cartoonist bryan lee o’malley. scott pilgrim is a 23 year old canadian slacker and wannab rockstar who fall in love with an american deliveri girl, ramona v. flowers, and must defeat her seven ""evil exes"" to be abl to date her. action adventur comedi whip hipster underag girlfriend anim flashback character' point of view camera shot unconsci girl fight vegan aftercreditssting michael cera mari elizabeth winstead kieran culkin edgar wright"
412,9341,The Core,"geophysicist dr. josh key discov that an unknown forc ha caus the earth' inner core to stop rotating. with the planet' magnet field rapidli deteriorating, our atmospher liter start to come apart at the seam with catastroph consequences. to resolv the crisis, keyes, along with a team of the world' most gift scientists, travel into the earth' core. their mission: deton a devic that will reactiv the core. action thriller adventur scienc fiction magnet field center of the earth disast film aaron eckhart hilari swank delroy lindo jon amiel"
413,12107,Nutty Professor II: The Klumps,"the hilar begin when professor sherman klump find romanc with fellow dna specialist, denis gaines, and discov a brilliant formula that revers aging. but sherman' thin and obnoxi alter ego, buddi love, want out...and a big piec of the action. and when buddi get loose, thing get serious nutty. fantasi comedi romanc scienc fiction alter ego mad scientist famili dean duringcreditssting research laboratori eddi murphi janet jackson larri miller peter segal"
414,9637,Scooby-Doo,"the mysteri inc. gang have gone their separ way and have been apart for two years, until they each receiv an invit to spooki island. not know that the other have also been invited, they show up and discov an amus park that affect young visitor in veri strang ways. mysteri adventur comedi amateur detect voodoo resort crime solv freddi prinz jr. sarah michel gellar matthew lillard raja gosnel"
415,49049,Dredd,"in the future, america is a dystopian wasteland. the latest scourg is ma-ma, a prostitute-turned-drug pusher with a danger new drug and aim to take over the city. the onli possibl of stop her is an elit group of urban polic call judges, who combin the duti of judge, juri and execution to deliv a brutal brand of swift justice. but even the top-rank judge, dredd, discov that take down ma-ma isn’t as easi as it seem in thi explos adapt of the huge popular comic series. action scienc fiction usa corrupt crime fighter judg metropoli law post-apocalypt dystopia execut case polic futurist base on comic book gore surviv gunfight gangster extrem violenc psychic violenc crimin justic drug lord base on graphic novel dystop futur dark humor expert marksman rooki dredd 2000 ad karl urban olivia thirlbi lena headey pete travi"
416,9339,Click,a workahol architect find a univers remot that allow him to fast-forward and rewind to differ part of hi life. complic aris when the remot start to overrul hi choices. comedi drama fantasi romanc regret workahol heart attack architect die and death time travel remot control children liposuct hospit wed dog second chanc altern realiti fatherhood obes adam sandler kate beckinsal christoph walken frank coraci
417,16281,Creepshow,"inspir by the e.c. comic of the 1950s, georg a.romero and stephen king bring five tale of terror to the screen. horror comedi fantasi monster halloween meteor buri aliv cockroach antholog base on comic book gore anim sequenc zombi live dead hal holbrook adrienn barbeau fritz weaver georg a. romero"
418,39691,Cats & Dogs 2 : The Revenge of Kitty Galore,the ongo war between the canin and felin speci is put on hold when they join forc to thwart a rogu cat spi with her own sinist plan for conquest. comedi famili tortur aftercreditssting duringcreditssting 3d jame marsden nick nolt christina appleg brad peyton
419,8247,Jumper,"david rice is a man who know no boundaries, a jumper, born with the uncanni abil to teleport instantli to anywher on earth. when he discov other like himself, david is thrust into a danger and bloodthirsti war while be hunt by a sinist and determin group of zealot who have sworn to destroy all jumpers. now, david’ extraordinari gift may be hi onli hope for survival! adventur fantasi scienc fiction adolesc base on novel loss of child fight chase teleport supernatur power leap in time enemi motherli love hayden christensen jami bell samuel l. jackson doug liman"
420,11253,Hellboy II: The Golden Army,"in thi continu to the adventur of the demon superhero, an evil elf break an ancient pact between human and creatures, as he declar war against humanity. he is on a mission to releas the golden army, a deadli group of fight machin that can destroy the human race. as hell on earth is readi to erupt, hellboy and hi crew set out to defeat the evil prince. adventur fantasi scienc fiction auction northern ireland resign superhero rebellion violenc spear cut arm split screen superhero team arm rip off super villain remors self exil vanish figur father son conflict ron perlman selma blair jeffrey tambor guillermo del toro"
421,1949,Zodiac,"the true stori of the investig of 'the zodiac killer', a serial killer who terrifi the san francisco bay area, taunt polic with hi cipher and letters. the case becom an obsess for four men as their live and career are built and destroy by the endless trail of clues. crime drama mysteri thriller california san francisco kill journalist newspap mass murder plan murder embassi victim threat to death victim of murder code polic murder serial killer report jake gyllenha robert downey jr. mark ruffalo david fincher"
422,8452,The 6th Day,futurist action about a man who meet a clone of himself and stumbl into a grand conspiraci about clone take over the world. scienc fiction clone futur murder clone laser gun dystop futur implant memori sci-fi thriller arnold schwarzenegg michael rapaport toni goldwyn roger spottiswood
423,310,Bruce Almighty,"bruce nolan toil as a ""human interest"" televis report in buffalo, n.y. despit hi high rate and the love of hi beauti girlfriend, grace, bruce remain unfulfilled. at the end of the worst day in hi life, he angrili ridicul god -- and the almighti responds, endow bruce with all of hi divin powers. fantasi comedi christian moon respons mose street gang lovesick journal new love faith prayer god car crash jim carrey jennif aniston philip baker hall tom shadyac"
424,27578,The Expendables,"barney ross lead a band of highli skill mercenari includ knife enthusiast lee christmas, a martial art expert, heavi weapon specialist, demolitionist, and a loose-cannon sniper. when the group is commiss by the mysteri mr. church to assassin the dictat of a small south american island, barney and lee visit the remot local to scout out their opposit and discov the true natur of the conflict engulf the city. thriller adventur action tattoo martial art sniper island mercenari bridg rescu escap church drug blade ensembl cast duringcreditssting sylvest stallon jason statham dolph lundgren sylvest stallon"
425,954,Mission: Impossible,"when ethan hunt, the leader of a crack espionag team whose peril oper ha gone awri with no explanation, discov that a mole ha penetr the cia, he' surpris to learn that he' the no. 1 suspect. to clear hi name, hunt now must ferret out the real doubl agent and, in the process, even the score. adventur action thriller pari london england spi cia terrorist secret ident undercov arm deal headquart secret base secret mission pragu embassi secret agent tgv comput mission base on tv seri espionag agent tom cruis jon voight emmanuel béart brian de palma"
426,70160,The Hunger Games,"everi year in the ruin of what wa onc north america, the nation of panem forc each of it twelv district to send a teenag boy and girl to compet in the hunger games. part twist entertainment, part govern intimid tactic, the hunger game are a nation televis event in which “tributes” must fight with one anoth until one survivor remains. pit against highly-train tribut who have prepar for these game their entir lives, katniss is forc to reli upon her sharp instinct as well as the mentorship of drunken former victor haymitch abernathy. if she’ ever to return home to district 12, katniss must make imposs choic in the arena that weigh surviv against human and life against love. the world will be watching. scienc fiction adventur fantasi hallucin dystopia femal protagonist bow and arrow knife throw knife fight game archeri blind glamour roast pig sponsor chariot fiction tv show mine explos base on young adult novel jennif lawrenc josh hutcherson liam hemsworth gari ross"
427,45243,The Hangover Part II,"the hangov crew head to thailand for stu' wedding. after the disast of a bachelor parti in la vega last year, stu is play it safe with a mellow pre-wed brunch. however, noth goe as plan and bangkok is the perfect set for anoth adventur with the rowdi group. comedi sun glass interpol undercov cop hangov duringcreditssting bradley cooper ed helm zach galifianaki todd phillip"
428,364,Batman Returns,"have defeat the joker, batman now face the penguin - a warp and deform individu who is intent on be accept into gotham society. crook businessman max schreck is coerc into help him becom mayor of gotham and they both attempt to expos batman in a differ light. selina kyle, max' secretary, is thrown from the top of a build and is transform into catwoman - a mysteri figur who ha the same person disord as batman. batman must attempt to clear hi name, all the time decid just what must be done with the catwoman. action fantasi holiday corrupt doubl life dc comic crime fighter hallucin christma tree gotham citi vigilant superhero violenc dark hero fiction citi super villain super power deform bird cage evil circu christma holiday michael keaton danni devito michel pfeiffer tim burton"
429,7518,Over the Hedge,"a scheme raccoon fool a mismatch famili of forest creatur into help him repay a debt of food, by invad the new suburban sprawl that pop up while they were hibern – and learn a lesson about famili himself. comedi anim famili squirrel eat and drink vorort garden grizzli bear entrap suburbian idyl garbag forest turtl hide in a garbag contain skunk racoon anim bruce willi garri shandl steve carel karey kirkpatrick"
430,11544,Lilo & Stitch,"a lone hawaiian girl name lilo is be rais by her older sister, nani, after their parent die -- under the watch of social worker cobra bubbles. when lilo adopt a funny-look dog and name him ""stitch,"" she doesn't realiz her new best friend is a wacki alien creat by mad scientist dr. jumba. anim famili sister sister relationship extraterrestri technolog hawaii adopt mutat alien life-form alien phenomenon anim dog dead parent chri sander daveigh chase tia carrer chri sander"
431,9986,Charlotte's Web,"wilbur the pig is scare of the end of the season, becaus he know that come that time, he will end up on the dinner table. he hatch a plan with charlotte, a spider that live in hi pen, to ensur that thi will never happen. comedi famili fantasi hero barn spider pig egg friendship spring uncl friend rescu surviv talk anim grass famili desk raincoat talk pig julia robert steve buscemi john clees gari winick"
